date,region,season,population,current_cases,cases,recovered,deaths,transmission_rate,vaccination_rate,mobility_index,temperature,humidity,population_density,healthcare_capacity,future_cases
2020-06-14,south-america,summer,23873962,63656,12459,76705,340,1.2202803194629759,73.908572299239,6,24.76292003777168,22.213402676622476,7341.614755286936,1469,69322.37878539693
2020-06-15,oceania,summer,48118519,60613,89843,37163,2051,3.0954813796339034,20.944695694940133,2,-2.892957320104114,38.09503973897158,745.0771319520118,39533,139584.61838291457
2020-06-16,africa,spring,22850760,28741,56709,71701,3398,2.413370427140591,15.633775550786817,8,21.98876007852112,83.046625887604,6294.845062922069,18548,767995.3014502836
2020-06-17,africa,winter,33042480,68936,81263,61515,3950,3.595675546588657,38.60156194155794,9,-7.265768962331722,77.65614756887817,7932.172973179739,35633,1382585.5387055571
2020-06-18,africa,winter,38936811,6007,46102,58697,305,2.4389763942609584,88.0256114057462,2,10.369113955957019,67.79091084567182,1335.1123057951156,24275,4597.22553976056
2020-06-19,africa,autumn,9925144,55516,63681,61749,907,2.37095726704708,67.49007242617911,6,-1.1295264939408831,69.05310672078011,5191.200519753465,816,90260.232991418
2020-06-20,africa,autumn,36197069,78239,10360,15815,2654,1.1841030012893996,39.797744355327275,6,-4.518185873240679,70.86693284807488,7792.884468451101,13950,128004.92645924384
2020-06-21,oceania,autumn,8133951,49825,96168,5131,3792,1.0818027671808055,49.1408561266595,8,18.351639175061376,85.98218903393229,2613.728213022444,1811,103582.82735938995
2020-06-22,oceania,summer,11879534,42102,68497,30014,4042,3.7077120289042997,8.000236061824342,10,36.41678860028109,78.25338066152904,1637.5367640861748,25901,9104093.579033883
2020-06-23,asia,summer,37812981,62549,17632,197,1371,1.6474336959751192,93.53471015573075,5,-7.260647603822559,63.637327091893326,3374.8229185648943,21851,48783.08818672537
2020-06-24,europe,autumn,31129339,66087,70273,36418,320,1.8022878923701358,63.3086939460173,9,11.07771241090171,66.60008046799985,5551.444774067325,39129,205578.80203882974
2020-06-25,africa,autumn,9834816,21827,53127,12821,4654,3.1593828044993595,27.113386504025137,1,25.376771887272184,34.96181834427854,5757.0431525989525,49260,23633.23763470585
2020-06-26,north-america,autumn,43821639,37871,58404,39087,4059,1.6858821884798258,55.651797450448214,9,13.134391584391352,66.01231776093908,1317.4545712422932,25273,204284.79657867496
2020-06-27,oceania,winter,42065471,13438,23792,65053,1131,3.8322185632365096,10.400824776554428,10,30.32479730526226,49.727530869292096,4581.112788262977,6186,6966427.391689017
2020-06-28,north-america,summer,16152465,43944,28464,50945,2578,3.082747191495801,91.75448353672044,7,-1.0177342067934152,30.70733094240206,2690.1391334394834,47230,46046.67570255047
2020-06-29,north-america,winter,42690048,10268,67914,32135,4042,2.59100234900697,16.604573848919763,4,37.979710251387026,76.4481973472602,8421.821938468858,11323,38788.66757876499
2020-06-30,north-america,winter,9062049,57785,15602,40147,3367,3.5831330619066337,61.56288021524534,3,9.258131388627024,55.7172969862202,3142.6155693196674,16320,122236.3565774358
2020-07-01,asia,autumn,12951424,81590,22183,36473,817,0.6736206792231896,23.318173941198392,10,7.078481647213756,88.4197529182595,8388.658200093258,13492,157610.91976594817
2020-07-02,oceania,autumn,41939392,94957,33214,30703,11,1.3997194226622307,68.1683313516109,6,33.73028972515829,39.71755481321675,4291.360479891903,20151,89315.52264712867
2020-07-03,north-america,spring,32456072,5479,35606,10660,194,2.127627169773185,73.7980298878267,1,18.19335159458833,53.64690786135537,7268.591800606268,2346,3910.360713856384
2020-07-04,africa,spring,29636204,28864,34334,47902,2537,1.2944248881503235,63.974874246586104,3,15.822217095141077,51.35968182682077,5105.501683155995,20110,28036.95173045942
2020-07-05,south-america,winter,18927165,6266,61212,30080,2842,3.1036681555575316,58.377448724243294,2,26.348895976421545,28.454566570280512,6223.406615068455,2922,7954.407794961091
2020-07-06,north-america,summer,8488512,76266,89410,9364,2229,3.717228108688038,84.7845639254411,9,18.99171191405452,49.828069518154564,3959.6115435052175,24767,251420.361006819
2020-07-07,asia,autumn,2047763,33947,30760,42061,3009,1.983195419758232,7.469537544027014,3,-1.8742177621442337,40.12874194946474,7684.385610396833,17334,79871.43912012062
2020-07-08,oceania,autumn,27150901,99144,76122,51836,4751,1.6974641003916324,31.43690274911854,2,23.709881143246484,31.22243299568541,4257.641941900846,30754,124072.01796766663
2020-07-09,asia,winter,41308934,1661,16576,59196,2077,3.865427562481482,23.587310564930366,4,-3.326556035893576,39.750890882529745,4580.041849392361,49551,88591.87645248986
2020-07-10,north-america,spring,33238881,50298,7200,33277,3867,2.056983514896393,93.86132639621505,2,30.292885266703102,36.32761838864744,5181.609895627263,9769,32636.49016521582
2020-07-11,oceania,summer,37536581,84740,88617,14676,4873,2.2116694015724914,36.992029068352984,1,39.486829885613545,71.38514717041147,8319.922942675976,21884,72360.45890034616
2020-07-12,south-america,spring,21750278,25061,38343,27053,443,1.7307745531966687,69.59820642783788,6,8.869381248738815,22.154262478141206,6597.195496728634,29772,32273.749950212048
2020-07-13,north-america,spring,8539469,27396,80915,76279,297,3.683419655542484,65.04889056869544,10,12.237794910100629,63.22239235392549,3498.1122617918404,1182,461090.1828877792
2020-07-14,asia,spring,24555289,75064,89581,25968,4903,2.4913441914864776,20.147717560350884,8,-7.678317225859384,73.24629394165245,6706.493143475613,11248,930193.9537120422
2020-07-15,europe,spring,16041617,16194,1599,43959,844,3.1676110551357564,22.704779620097376,10,-9.313340595871086,53.650641952828124,6427.841464355687,27594,881938.885541866
2020-07-16,africa,autumn,38500142,33797,25245,72314,1015,3.3413235142281024,26.72203353753824,10,36.070966743816385,85.20954860055429,9310.882566038246,41035,1984707.0403145566
2020-07-17,asia,autumn,42764041,21631,169,722,1384,1.6964716467104037,39.05709143464102,2,-3.568796978040397,69.55164866655747,8415.750195893246,9657,22290.617940965327
2020-07-18,oceania,spring,48343574,75574,12155,11681,1397,2.01793015962133,22.260881236800046,9,12.288937377973518,72.3546555917992,6477.994768274969,44596,1250547.833638738
2020-07-19,north-america,summer,46562256,77994,80919,4439,553,3.4696512104219264,1.8668908609505412,3,30.767731192778072,33.78534412086092,3421.6560357335957,36819,712603.015440741
2020-07-20,africa,winter,49192554,59802,31931,49815,2350,1.7713937308653358,83.54234039668357,8,34.465937996415974,74.41069030873514,7797.968724124083,47545,59521.91781493621
2020-07-21,north-america,summer,14491234,45263,16247,4999,4516,3.2787729670814794,91.73293398118399,8,15.96988426417338,78.24663152581805,5756.330847697382,48837,46424.92905884295
2020-07-22,oceania,summer,24135962,34061,8254,4239,1269,3.79347312901053,32.44918676799895,3,18.25162624879749,45.28864718841927,9852.847181128007,41835,226496.09096636972
2020-07-23,north-america,summer,1543717,49821,14753,69305,1260,2.6812363057380244,32.15815354541992,3,23.48419862316362,34.935414762307985,2482.5862244123423,39636,179429.40835804818
2020-07-24,europe,spring,4509352,30457,97112,43954,184,3.095695506081611,0.6737222135652438,6,38.069123507185765,46.95354754425317,805.7618508995607,14139,1058325.575836874
2020-07-25,africa,autumn,31150824,83940,46111,37410,4563,3.317840592143972,64.62381539138553,1,20.133498047225256,71.7725578300096,708.2192007605973,2403,77094.36520220088
2020-07-26,africa,summer,21988358,30264,84237,34877,2410,3.4576387711382486,78.41679009611973,4,17.973762972817312,49.23473041080919,6403.903579633286,48031,44416.00088225026
2020-07-27,oceania,spring,15429502,84055,99542,42220,4431,1.882686682498786,13.9277885342003,1,-9.273293236700466,71.56563126573516,9393.209686826123,40025,66725.73022379294
2020-07-28,europe,summer,43248703,57428,56388,23190,2209,0.6794221071159936,15.168303189879321,3,-5.952514898882196,27.949517868427634,29.299823772136826,18381,58317.64316207383
2020-07-29,asia,summer,8521928,14482,71136,43447,3672,1.9065669493285884,75.05790874728659,9,18.85858133119981,76.42081973419391,7260.452759108196,48997,50334.02134320684
2020-07-30,north-america,spring,25592849,3481,56081,51764,4683,2.8581468042443143,58.54762109364374,5,36.81201939036016,37.72452371496502,6574.081173504125,22309,27187.554093875293
2020-07-31,south-america,autumn,49896359,95814,71131,41158,1881,2.0762263502327745,4.261752974633116,5,33.33456741996975,37.425029140021564,7325.718880272464,28273,796854.8226402858
2020-08-01,north-america,autumn,42407399,8339,74773,77540,4296,3.121371028011395,59.14196409391676,4,39.12894614961023,61.32666756427025,3560.5000135557325,42387,30177.35751120397
2020-08-02,north-america,winter,47181137,34875,93824,2586,521,1.7494385031403237,29.347183670157776,3,16.3917018780637,24.908263202289277,8206.759482131973,25290,54805.63812444157
2020-08-03,asia,spring,1408507,46860,12247,51722,1887,2.7216044938641035,35.02888976973036,5,29.396546921888344,21.8408408679268,456.62224487443086,33112,262461.4704926441
2020-08-04,north-america,winter,20943837,54230,15659,2768,2552,1.152469316988911,73.12448473820362,4,32.02001657446702,38.27200657054145,7556.756695214055,41816,39454.50441574502
2020-08-05,europe,winter,9431795,93818,37723,55485,3809,3.122793028257349,77.038843303898,8,22.401582866543087,57.66472855143759,2678.0486940773867,41883,299317.119652292
2020-08-06,europe,winter,48741341,6407,73473,38764,4883,2.4099358908455906,38.03387954978391,4,6.937495210725363,83.53314703576591,4773.609370832135,43887,45726.92053727583
2020-08-07,africa,autumn,12482318,97919,45419,76072,4155,1.214225359913102,89.9795289206037,8,13.49892173288972,79.25046234151148,8228.136352856633,20291,74212.98956353455
2020-08-08,oceania,spring,10086298,35535,48776,25312,4673,1.5216891072423255,38.61395820544686,6,32.895853612178385,54.331252194468284,2720.876761559459,2879,113411.63625275186
2020-08-09,south-america,winter,200734,53082,46164,11069,4416,3.1201304800364134,73.32442334686044,5,4.927396299108198,22.593639558544496,1860.2230413224959,18330,92197.02380966258
2020-08-10,north-america,spring,8646310,90116,7026,76853,3479,2.1891043248153226,45.96834013360461,4,36.18715656333243,57.46769142405164,6816.318721625364,46591,186679.71215558783
2020-08-11,north-america,spring,19728490,83830,79573,37553,1409,1.2561100413757527,85.26557101959799,4,1.490317071133255,69.33569199477068,5338.614966152977,23505,51465.77136377561
2020-08-12,asia,autumn,18103027,84540,48698,36950,1694,3.8854491662960418,86.23731814676697,4,27.47582075783903,43.74151727675236,5148.894648774383,12903,103439.11129950284
2020-08-13,oceania,winter,26412911,23294,89688,47942,4664,3.0029375693591076,8.304596747752967,9,21.527961717286917,27.77443122971583,2575.1274602237527,49725,4539852.553956899
2020-08-14,europe,winter,3181091,61340,54248,6481,526,3.8499719138892865,88.96686647447144,4,27.479972056038115,39.499756724396164,358.4542551420763,27925,59163.42903459312
2020-08-15,south-america,spring,16102437,83379,58618,51761,2660,1.9948676587612013,78.4258099444395,9,11.86737862162974,74.01122051274697,4108.588691933852,13798,150106.0719882994
2020-08-16,africa,summer,20706265,25132,89091,2387,2172,2.1628511924210216,75.17451785970336,10,36.63205312769923,44.58706825983298,1074.5292098730022,34660,55922.99279503497
2020-08-17,europe,autumn,11191989,70563,31907,49688,4966,3.6428432566475673,19.086577270124632,6,21.62361012057387,76.83870434799971,9060.831614985529,15476,2519164.102896781
2020-08-18,oceania,autumn,12781730,81916,50971,45281,279,2.337672690858846,76.48632483169317,10,4.414790227712814,42.36650162652331,422.0907314825879,18218,229678.63570585445
2020-08-19,africa,autumn,40919838,94798,68713,33407,2964,2.975476191669835,80.76260979507849,7,21.922753532607185,31.44885268896727,4322.192033301971,13217,209148.9732809857
2020-08-20,asia,autumn,46389704,62822,44767,26951,3977,1.382605071234355,27.46928177314434,10,4.340787360351559,50.50938516595258,531.9333811712705,40083,547048.7110932822
2020-08-21,asia,winter,33383771,8009,26927,79703,2669,2.063542640459242,90.46470744442075,3,4.68161958799371,51.659215860239726,964.4833069020156,38056,5124.5634800944335
2020-08-22,north-america,winter,4855469,22446,22746,73938,2893,0.9320745303362429,4.7367139079206035,8,9.979925581043396,21.12757529845359,6592.078002550999,48886,89069.98686636107
2020-08-23,oceania,summer,15153770,42973,28000,22340,1751,1.2209301255693659,14.241379058478268,3,32.62152087845595,28.19315508944283,6474.641497131204,47569,55450.941206626645
2020-08-24,south-america,autumn,26198641,2106,62561,45100,3981,0.5033019534367088,51.07020811489386,1,15.0148937196996,32.944821314097226,340.19142684560336,38149,1427.5814095242897
2020-08-25,africa,autumn,41628843,25289,58171,79935,4769,0.6374276807703108,54.70028475661942,10,23.945042111510368,27.95111221650724,21.303436457493255,22342,35991.9722536183
2020-08-26,europe,spring,14250540,26211,79633,27202,2361,3.9204933811192526,61.28925791358582,5,9.598387013723151,43.906825279495465,797.3925916554122,1044,145913.41926587836
2020-08-27,oceania,winter,45321400,19725,22450,22015,4427,1.348237932978668,1.6120672849693136,2,3.180271990344073,87.52359989319126,7632.358988142302,31795,23268.774428380944
2020-08-28,oceania,autumn,27446162,29319,35215,24128,4131,2.8215874832640067,91.23484358910238,10,37.73200803581157,55.64557768289546,5849.918962787557,1611,40853.13426440829
2020-08-29,asia,summer,2092825,15088,80821,2895,1708,3.4368489457986406,4.235868809743679,6,20.179062356153132,63.92892167094525,390.80126943303117,45586,3047968.4959789445
2020-08-30,north-america,summer,3932978,56624,55113,8031,2686,2.427311607327975,13.590885508723227,10,36.69756692913592,44.94705349661197,4886.089188569545,22602,2768127.608773275
2020-08-31,north-america,winter,30659798,5115,70822,64930,2895,1.0360057502938467,1.331379164975413,9,0.17065010991575136,42.64414331502023,7123.173276973969,24905,97583.16998184318
2020-09-01,africa,summer,6252941,94858,41637,68847,4535,3.0484075306765823,53.851551162938996,1,-2.6552918043533627,21.620274034050585,8690.824432062054,27093,83903.68995488189
2020-09-02,asia,summer,37770243,2849,19018,33670,2776,2.600879935348541,88.56535397249236,4,32.79114535619518,55.023355897321565,9341.024541683515,8469,2584.4437280910843
2020-09-03,oceania,winter,42637644,68930,71284,9282,1119,3.0593770627158126,63.2649807776441,1,24.04586063086257,53.85263047261664,3281.1312239111257,44988,63756.53646792008
2020-09-04,south-america,autumn,44092967,43629,32412,42244,2988,3.194113179999805,78.15245950564059,1,-0.6710750373179337,31.048150832678612,1366.9659598485243,46589,34262.392479943715
2020-09-05,asia,autumn,36386070,42831,53394,47669,4259,3.913936286896608,1.2617143285651078,8,3.4679850331768876,73.50268001446926,2376.8899481071603,35483,7025901.255483132
2020-09-06,africa,summer,10656086,13503,5803,48013,4243,2.5074714800934848,51.491453355573974,2,30.03319707626556,54.48720312177021,7763.953205481835,18097,16141.085923233548
2020-09-07,africa,summer,23389643,17079,5581,14688,194,1.6957438944171064,43.65848286302458,1,12.693430999796803,43.72957791131013,9715.127308272684,15729,13468.355881262398
2020-09-08,asia,autumn,36558065,7541,96877,675,662,2.76962594915083,47.40195470097534,8,23.527025325304542,30.28362363160489,4669.272237430202,32049,325053.66737224814
2020-09-09,africa,winter,22589029,37061,16219,17894,479,0.7395424823491914,6.860252606842855,4,5.917601106800545,58.65125788797087,3060.47860334242,2940,50835.15875327203
2020-09-10,asia,summer,2040369,7746,90940,55617,4218,3.640890614125552,65.02135930158421,3,9.061497638743834,72.69719182621668,4297.613913780744,14151,14964.504047425411
2020-09-11,europe,spring,41781557,7720,43158,44540,1423,0.9178335396836887,47.80593941157027,4,39.535627931155254,39.739954687948014,3055.083315004873,27623,9576.622079444176
2020-09-12,asia,winter,18094276,67165,91228,78547,2708,1.647449932600364,72.68914073682008,5,2.3808543587359274,35.31560461037058,2572.3103568394713,1874,67759.58331731198
2020-09-13,asia,summer,48326615,13985,2234,54324,3175,3.3551088321914233,46.10261023586296,1,15.322818851825701,56.53544748452039,5941.570016547724,13362,19302.756899392105
2020-09-14,africa,summer,26055176,62434,48705,21644,3814,2.590593324157491,14.191255441511048,1,32.22011715952661,30.874031175701184,167.20244393170856,3971,72089.25896937765
2020-09-15,africa,spring,38333146,45613,32451,64717,2014,1.8777243209710472,61.58441063739309,3,1.9611606832928992,66.66293706159995,2602.926964163232,8373,53460.163257297
2020-09-16,north-america,spring,41764130,23262,39139,16638,3789,2.157024807812575,16.376704399990793,6,10.760687834216533,62.374053956096134,6617.20695767144,17329,246308.9935903353
2020-09-17,north-america,autumn,14709307,80807,62378,34665,4805,3.490915876207631,82.87748351870742,1,20.754564368499416,26.095743471400006,330.3063361049822,27485,60124.46094858096
2020-09-18,europe,winter,35976898,1441,92132,68980,2443,1.6900153512096225,58.24604271157794,2,14.059407573755127,22.55642655669617,841.1861469242606,42276,1860.9035560089585
2020-09-19,north-america,winter,7878748,74613,44770,32177,911,3.5437738968425996,14.934368937910653,7,12.975113328515874,63.42020568120094,2941.02748640999,29389,3909569.0206614556
2020-09-20,asia,autumn,41754364,37491,23488,59202,3213,0.8084705084184203,91.42211546071465,1,8.12548656610618,40.60056417921186,8779.269938103758,3360,20605.976311828275
2020-09-21,africa,winter,2046830,92583,71864,58852,2364,3.2187945302302077,49.24471901685546,7,19.332316388746253,26.051202722137898,7651.212740051309,32119,1169172.262695653
2020-09-22,north-america,winter,33097728,9567,94240,11582,3629,3.4664167156915773,6.925352927807225,4,21.218634896180514,73.16000934695406,231.3447278682728,3245,115504.73683899897
2020-09-23,north-america,winter,40893419,74981,85726,77304,3472,1.1363617849306857,59.54912591943139,10,22.664477045068132,41.98308021123509,5022.111038718034,31853,194538.81362055385
2020-09-24,europe,winter,10057168,172,12190,20181,680,2.0062128633027014,24.053896166216973,6,-6.481594604698534,52.17196847467565,2754.1280649342934,7902,4513.9813952143895
2020-09-25,oceania,winter,38314493,34752,98548,44391,4651,1.0792492113227947,76.35087792834373,8,21.551708785602443,36.57690492176385,6489.970134030009,2363,44374.817174600656
2020-09-26,europe,spring,32980340,19685,15382,63977,609,2.9731144514797623,77.69309698878811,9,37.66185893906164,63.912195485057524,7218.3232871086775,27013,58479.758859673915
2020-09-27,asia,winter,36259646,74007,29806,41008,2156,2.3737171882157986,92.99999880619288,6,17.049311776404185,41.10418907480516,8629.997145521533,8255,68528.37973124809
2020-09-28,africa,spring,41578073,17025,58282,20001,3866,2.7236317134791235,47.67760544732785,9,25.763354125462214,87.76146728593399,4759.408208669102,1022,230275.47909292663
2020-09-29,europe,winter,35883612,50067,89973,35936,371,1.187704384346739,43.22090357413503,4,17.83661538796089,69.20632840318346,9944.55638457039,6795,77798.89348973478
2020-09-30,north-america,autumn,10817207,32601,98836,35715,615,1.2411105171834684,71.58018251741566,6,32.73703092959894,29.570559346142606,9800.061211798222,20772,36364.816695014204
2020-10-01,africa,summer,15640627,93593,93645,34698,2253,0.6452406392846723,12.584712352483024,8,36.479154729878445,49.168638777142675,8822.845577465621,38626,201143.2360752208
2020-10-02,africa,spring,16269764,9843,54050,35745,4942,1.627236373185054,51.956973810346796,9,-0.7890050351820364,46.9794769810915,5752.946256629128,45444,85681.71345997512
2020-10-03,north-america,winter,9484451,7906,75367,77246,4138,2.4591063146678622,51.893522012430836,3,11.84300182785633,57.397297750426816,3986.0843106631123,19114,16375.0101033367
2020-10-04,europe,autumn,4288891,32982,71378,76507,864,3.502772198990651,8.499946666986785,2,9.619105046636065,78.93514721354774,3650.2192382964517,7916,113842.29252251916
2020-10-05,north-america,summer,9114653,49743,78366,17379,1268,2.8342460661053823,39.70848812315679,6,10.260756164963933,60.83954106281012,131.12625337657084,25843,470641.0068107093
2020-10-06,oceania,spring,14164147,41810,16221,76679,784,2.02388713189913,81.06205586388418,4,-3.7237909386062054,24.30896743199995,2499.2532274512414,40424,35153.22694088786
2020-10-07,africa,summer,20908635,96054,5852,45918,4571,3.8359204003794822,81.33459408949273,1,30.680786299035965,65.87909877619985,7190.894267142154,49093,81401.84283177285
2020-10-08,south-america,autumn,38149943,5357,63125,66030,4178,3.0173582020154113,9.427578167369695,8,-8.211687849253238,20.57857085621009,6040.284677931735,28639,709352.3195874857
2020-10-09,south-america,spring,32984400,59073,66862,44521,2237,3.755578210018925,8.61848386104393,9,16.411330386357847,74.59723223782751,9165.05766978366,30202,14938045.864727885
2020-10-10,asia,summer,2463999,95860,45978,26074,4054,2.34655790645258,24.956070315183855,9,23.09391940223456,66.66452506878694,509.7224464964131,38798,2977124.4562977804
2020-10-11,north-america,winter,42763528,2653,17518,56238,4895,1.4061649617759886,83.10277594262938,2,0.3734719029438587,41.61499608468102,1561.2132657415327,11733,1806.980737228424
2020-10-12,north-america,spring,4890691,40795,22015,59054,935,0.684893402276527,12.2457455819824,9,35.29250960493978,40.470926321266106,7894.54545562778,23484,117369.63694455389
2020-10-13,asia,summer,28050196,18691,54585,39183,3980,3.0412969801934766,68.39969624960739,7,31.927460351239652,75.87910975824138,3591.4912356413847,3612,57117.92310873485
2020-10-14,asia,autumn,21103105,50036,80752,32826,2338,0.9245604930193694,9.610733863244805,5,13.554186474196264,74.83356843472345,1192.2698838416004,6166,97112.82083512507
2020-10-15,asia,autumn,9952415,15902,18981,51732,325,1.559712948951885,59.19809610604341,7,10.557446617006935,44.66116480637319,9964.54054594989,31600,40003.00235274178
2020-10-16,africa,spring,17166318,47309,25609,60940,1534,2.3636481775936407,33.82639341631876,9,1.8283962605550013,40.92634096558462,7874.630523666936,13307,682837.7323990373
2020-10-17,oceania,summer,43379777,17083,87602,17004,3480,2.475458057229117,74.94682648175737,8,26.49966123224818,59.1877352217953,4093.3229572136443,20206,47683.02175534488
2020-10-18,north-america,spring,48215625,30692,66924,62527,3861,2.602041189454976,22.200592638409542,6,-3.4128100184017924,20.585596198890094,8235.241294691941,14422,200445.09993023443
2020-10-19,africa,spring,33421714,97808,67065,38717,1985,1.0818936562239523,60.72417379204619,4,24.011887692189156,25.786692659057962,6809.232662490342,34928,101396.04096147984
2020-10-20,asia,summer,11286361,96904,87707,64556,4932,1.8290809168757707,22.38984078470907,1,32.12284930592068,28.83187131041157,7901.847848102635,46881,92626.95514733912
2020-10-21,north-america,summer,26356629,14299,5365,40177,4603,2.6601797949093835,67.7977268956546,6,1.423578795851185,32.978827247902196,8153.911711880842,19518,31762.30626765379
2020-10-22,africa,winter,32471979,7937,54130,33727,2778,3.8943660262182465,82.99941328327114,3,33.32137014493781,55.841268867282835,856.4395460702759,2487,8751.347988663336
2020-10-23,oceania,summer,38098210,48340,74629,10630,1270,3.0467089819489104,12.046170917042204,6,-8.333840028024577,89.45693404027854,6233.499148004075,8131,512473.920907848
2020-10-24,africa,autumn,28275911,66717,38352,67170,640,3.7291131498288523,82.32659041657283,6,35.63936926932627,65.68293812231474,77.78767423850763,1899,113839.20857549712
2020-10-25,oceania,spring,33914548,77464,86002,76514,4703,3.1677422040996195,56.3896491693583,4,-4.081888607435099,24.29091561144565,444.12790054869447,35648,178242.2640161702
2020-10-26,asia,spring,6186368,65438,78870,6864,4078,2.5710093911234013,12.075496632367278,2,22.28795889690163,56.79055618435692,9040.76029046785,33995,190097.52124398763
2020-10-27,oceania,autumn,28307970,50611,2267,41614,4661,1.172081791977206,40.61647625917264,9,2.50412344569709,54.76516486726531,5280.361576354487,25014,148262.55950774773
2020-10-28,north-america,summer,44661177,77475,27374,43312,1367,2.833399781623796,15.2817278810843,2,31.82761955848069,30.091747107263465,7361.660838826563,40233,202271.35005119687
2020-10-29,asia,autumn,12050831,2549,24982,21844,4042,2.6818284808596746,66.5330494423241,3,15.615018045773326,84.41906581616854,8386.624894527029,14735,5012.122337955023
2020-10-30,north-america,autumn,34912381,22679,26664,27221,2575,2.6086420966004327,72.09247276970521,10,-3.237940437674932,50.85356733727583,9496.371807970205,40479,102242.93941844466
2020-10-31,south-america,winter,33635574,70978,80779,52958,3603,2.2142505379588426,10.0506694259159,1,18.549578566298923,89.61913984268178,8694.834950748731,45514,73228.36821831731
2020-11-01,europe,autumn,32486345,20654,81433,60598,1581,2.350298113962465,48.08328600599121,7,10.394130509849155,49.4050606676515,4838.281372485966,7635,150289.84410699215
2020-11-02,oceania,spring,13707851,18755,29330,72080,1986,1.6705488449133643,77.38938032246213,1,23.07239083065506,62.55703918785265,3366.3433707313097,47372,14092.139582352338
2020-11-03,europe,autumn,11460589,28238,20818,49527,2240,2.3175944242480613,88.93548894734467,9,34.09516423817298,27.333377551600805,1553.3874296983213,42232,30732.459457700417
2020-11-04,europe,spring,39192598,34531,52399,4891,3966,1.1914456698746738,48.784197340468154,1,10.469456559170922,51.79594766648084,4009.2116100479266,2908,25636.704542902822
2020-11-05,oceania,spring,29224900,97249,95700,7490,2105,3.3181103907613188,90.27652624308367,5,4.494033976692982,36.71361258027813,3671.2708558200225,13155,106380.83730868841
2020-11-06,asia,spring,45777380,26938,34783,31460,128,1.1502193414454773,50.89045219332283,7,-9.27424527361956,78.48953589998645,5600.152671139175,27705,36661.07992242079
2020-11-07,south-america,summer,28587589,18332,51178,16772,4801,0.7973820146131325,37.44809698699125,3,18.741951892993743,74.8743709407278,6658.438993484562,26765,16923.605018032144
2020-11-08,north-america,winter,34042508,57724,27757,28458,3996,2.0268610922500505,80.57929721252508,9,10.113738371571678,77.69259997377509,9783.471509686024,32867,80679.29964663973
2020-11-09,africa,spring,15748245,87906,76406,76285,851,2.8040760382712167,46.83335749351846,8,8.732460950741437,70.6526606430566,7286.577999146318,4397,1096258.1111655172
2020-11-10,north-america,spring,48954843,62302,83702,53447,4103,2.032008887267395,44.83073850362969,3,-0.8532339357893743,78.28782565340359,6441.047839104804,44077,80312.37189334612
2020-11-11,africa,summer,33623310,29065,57515,51882,2076,1.4686394618295802,46.579686493933686,5,11.502767259563715,34.05801251224446,3357.573418340742,21043,61510.20734310165
2020-11-12,north-america,spring,5640070,42901,85906,12231,2994,2.4535991436165423,80.44457517762581,7,39.222097679168414,51.643064360586116,354.69372621827654,33316,62468.96483739131
2020-11-13,oceania,autumn,27464435,81922,18145,22593,3744,1.7145081739426997,79.03444646036495,4,4.887707683612216,68.42928159621778,2888.3700372583708,5108,82546.20602125593
2020-11-14,south-america,autumn,6591878,6598,90897,78981,2756,3.7650369154432157,38.33439928182006,5,19.98522067040501,64.61747485545945,7686.794525591581,21377,262436.81095029635
2020-11-15,africa,winter,31341029,90546,96045,31714,1644,3.729257988612502,31.663486687699876,3,28.824344065783336,70.14481380118609,2060.6666886299795,16920,406610.93330296164
2020-11-16,asia,spring,49484592,6314,47387,47793,4371,2.258301369902334,46.733162283717284,9,27.457891158826584,35.69808682058622,7124.760054804404,6112,60182.77571410932
2020-11-17,north-america,summer,2060826,7355,23564,37024,3144,1.6475939790639047,54.41338842502536,10,6.438714374629537,26.89042963314928,5802.000627268464,22353,46812.62549930255
2020-11-18,north-america,autumn,2944664,29310,62501,44953,242,3.079963448848237,22.64203500965971,9,20.54300417584252,84.17646046523434,1726.850128807144,29302,1769158.2140280646
2020-11-19,africa,summer,36267707,24269,55631,65138,4085,0.6284953021907332,75.42573304798111,7,33.56323426350786,59.212032689715095,2623.631814855381,29336,22423.869960507953
2020-11-20,asia,summer,35032801,91016,58293,66463,170,2.1616915211527794,46.21586274458017,10,-9.227628613346102,30.767814715518767,4968.0729988299,1720,586081.3985517796
2020-11-21,asia,autumn,2190212,88563,85150,27531,652,1.6771318799461674,31.734327099896163,2,11.78671784216538,75.54056073211531,4189.563304027396,46452,91426.03509364171
2020-11-22,oceania,summer,38885284,15362,16933,73498,3512,3.7218755978589413,10.147994331579108,7,1.2136709120952638,84.04509556404977,7787.852836992128,33816,884772.0344249803
2020-11-23,oceania,autumn,44285024,33375,47601,52203,1499,0.5420105954543889,22.69029023834266,7,9.431614519941949,31.869446299977636,7346.702379007038,9419,46121.551107406616
2020-11-24,oceania,summer,33807431,19456,62271,43400,2099,2.434852065014222,90.18171131681845,5,10.799480398762082,77.21887186883774,5749.999289695441,16675,12984.463428117191
2020-11-25,oceania,autumn,21420139,2346,54346,24036,2158,3.092322533733191,28.984470247855025,9,27.333548239331847,85.32575429233898,8224.524367614522,12304,489139.26331648737
2020-11-26,oceania,spring,25327191,62042,74093,75547,1972,2.1975629563341443,16.041632489868356,3,-5.3089063802278424,85.68531202072121,5631.068711436244,12052,129504.84019197078
